title,genres
"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",Action
T-Rex: Back to the Cretaceous,Adventure
Final Fantasy: The Spirits Within,Adventure
Legally Blonde,Comedy
"Score, The",Action
Adanggaman,Drama
Bully,Crime
Jump Tomorrow,Comedy
Made,Comedy
Michael Jordan to the Max,Documentary
More,Animation
Africa: The Serengeti,Documentary
Alaska: Spirit of the Wild,Documentary
18 Again!,Comedy
1969,Drama
"Accidental Tourist, The",Comedy
"Accused, The",Drama
Above the Law,Action
"Adventures of Baron Munchausen, The",Adventure
Ariel,Drama
Arthur 2: On the Rocks,Comedy
Bat*21,Drama
Beaches,Comedy
"Beast of War, The (Beast, The)",Drama
Big Business,Comedy
Big Top Pee-Wee,Adventure
Biloxi Blues,Comedy
"Blob, The",Horror
"Bright Lights, Big City",Drama
Caddyshack II,Comedy
Camille Claudel,Drama
Cocktail,Drama
Colors,Action
Coming to America,Comedy
"Couch Trip, The",Comedy
Critters,Comedy
Crossing Delancey,Comedy
D.O.A.,Film-Noir
Dead Heat,Action
"Dead Pool, The",Action
Dirty Rotten Scoundrels,Comedy
Drowning by Numbers,Comedy
Ernest Saves Christmas,Children
Feds,Comedy
For Keeps,Drama
Frantic,Crime
Gorillas in the Mist,Drama
"Great Outdoors, The",Comedy
High Spirits,Comedy
Johnny Be Good,Comedy
Lady in White (a.k.a. The Mystery of the Lady in White),Horror
The Lair of the White Worm,Comedy
"Land Before Time, The",Adventure
License to Drive,Comedy
Little Nikita,Drama
Masquerade,Mystery
Milagro Beanfield War,Comedy
Moon Over Parador,Comedy
My Stepmother Is an Alien,Comedy
"Night in the Life of Jimmy Reardon, A",Comedy
Bagdad Cafe (Out of Rosenheim),Comedy
Red Heat,Action
"Return of the Living Dead, The",Comedy
Return to Snowy River (a.k.a. The Man From Snowy River II),Adventure
"Man from Snowy River, The",Drama
Running on Empty,Drama
"Serpent and the Rainbow, The",Horror
Short Circuit 2,Comedy
Short Circuit,Comedy
"Vanishing, The (Spoorloos)",Drama
"Tetsuo, the Ironman (Tetsuo)",Action
They Live,Action
Tucker: The Man and His Dream,Drama
Twins,Comedy
Without a Clue,Comedy
Young Einstein,Comedy
Always,Drama
American Ninja,Action
Best of the Best,Action
Bill & Ted's Excellent Adventure,Adventure
Black Rain,Action
Blaze,Comedy
Blind Fury,Action
Casualties of War,Drama
Chances Are,Comedy
Cyborg,Action
Dad,Drama
Disorganized Crime,Action
Dream a Little Dream,Comedy
"Dream Team, The",Comedy
Earth Girls Are Easy,Comedy
Eddie and the Cruisers,Drama
Erik the Viking,Adventure
Family Business,Comedy
Farewell to the King,Action
Fat Man and Little Boy,Drama
Gleaming the Cube,Action
Great Balls of Fire!,Drama
Gross Anatomy (a.k.a. A Cut Above),Comedy
Harlem Nights,Comedy
Her Alibi,Comedy
How to Get Ahead in Advertising,Comedy
"Innocent Man, An",Crime
"January Man, The",Comedy
Johnny Handsome,Crime
Jesus of Montreal (Jésus de Montréal),Drama
K-9,Action
Kickboxer,Action
Last Exit to Brooklyn,Drama
Lean on Me,Drama
Let It Ride,Comedy
Little Monsters,Comedy
Look Who's Talking,Comedy
Loverboy,Comedy
Major League,Comedy
Meet the Feebles,Animation
Millennium,Drama
Miracle Mile,Drama
New York Stories,Comedy
Next of Kin,Action
No Holds Barred,Action
"Package, The",Action
Penn & Teller Get Killed,Adventure
Pink Cadillac,Action
"Punisher, The",Action
Jurassic Park III,Action
America's Sweethearts,Comedy
Brother,Action
Ghost World,Comedy
Hedwig and the Angry Inch,Comedy
Planet of the Apes,Action
Bread and Tulips (Pane e tulipani),Comedy
Cure,Crime
Greenfingers,Comedy
Wet Hot American Summer,Comedy
"Return of the Musketeers, The",Adventure
Road House,Action
Santa Sangre,Drama
Scenes from the Class Struggle in Beverly Hills,Comedy
Sea of Love,Crime
"See No Evil, Hear No Evil",Comedy
She's Out of Control,Comedy
Skin Deep,Comedy
"Stepfather, The",Horror
Sweetie,Drama
"Tall Guy, The",Comedy
Tango & Cash,Action
Three Fugitives,Action
Troop Beverly Hills,Comedy
Turner & Hooch,Comedy
UHF,Comedy
Uncle Buck,Comedy
"War of the Roses, The",Comedy
"Wizard, The",Adventure
Weekend at Bernie's II,Adventure
Billy Liar,Comedy
Black Robe,Adventure
"Cat o' Nine Tails, The (Gatto a nove code, Il)",Mystery
"Cotton Club, The",Crime
Who'll Stop the Rain,Crime
Basket Case,Comedy
Original Sin,Drama
"Princess Diaries, The",Children
Rush Hour 2,Action
Chocolat,Drama
Hatari!,Adventure
"Cage aux Folles, La",Comedy
Marat/Sade,Drama
Paint Your Wagon,Comedy
"Shootist, The",Drama
Theremin: An Electronic Odyssey,Documentary
Altered States,Drama
Any Which Way You Can,Comedy
"Awakening, The",Horror
"Battle Creek Brawl (Big Brawl, The)",Action
American Pie 2,Comedy
Osmosis Jones,Action
"Others, The",Drama
American Outlaws,Action
All Over the Guy,Comedy
"Deep End, The",Drama
Session 9,Horror
Captain Corelli's Mandolin,Drama
Rat Race,Comedy
Bubble Boy,Comedy
"Curse of the Jade Scorpion, The",Comedy
Jay and Silent Bob Strike Back,Adventure
Ghosts of Mars,Horror
Summer Catch,Comedy
Happy Accidents,Romance
Maybe Baby,Comedy
Together (Tillsammans),Comedy
Tortilla Soup,Comedy
Jeepers Creepers,Horror
O,Drama
3 Ninjas,Action
3 Ninjas Kick Back,Action
3 Ninjas Knuckle Up,Action
"Wicker Man, The",Drama
"Musketeer, The",Action
Rock Star,Comedy
Two Can Play That Game,Comedy
L.I.E.,Drama
"Our Lady of the Assassins (Virgen de los sicarios, La)",Crime
Into the Arms of Strangers: Stories of the Kindertransport,Documentary
"Glass House, The",Thriller
Hardball,Drama
Dinner Rush,Drama
Haiku Tunnel,Comedy
Big Trouble,Comedy
Glitter,Drama
Training Day,Crime
"American Astronaut, The",Comedy
Liam,Drama
Sidewalks of New York,Comedy
"Endurance: Shackleton's Legendary Antarctic Expedition, The",Documentary
"French Lieutenant's Woman, The",Drama
"Great Silence, The (Grande silenzio, Il)",Drama
"Legend of Hell House, The",Horror
Little Man Tate,Drama
Moscow Does Not Believe in Tears (Moskva slezam ne verit),Drama
Phantom of the Paradise,Comedy
13 Ghosts,Horror
Opera,Crime
Father Goose,Adventure
"Grass Is Greener, The",Comedy
Indiscreet,Comedy
"It's a Mad, Mad, Mad, Mad World",Action
King Solomon's Mines,Action
"Little Foxes, The",Drama
Operation Petticoat,Action
Play Misty for Me,Drama
Pocketful of Miracles,Comedy
"Vanishing, The",Mystery
Silkwood,Drama
I Never Promised You a Rose Garden,Drama
Quadrophenia,Drama
SpaceCamp,Adventure
When Worlds Collide,Sci-Fi
Don't Say a Word,Thriller
Hearts in Atlantis,Drama
Zoolander,Comedy
Extreme Days,Action
Joy Ride,Adventure
Max Keeble's Big Move,Children
Serendipity,Comedy
"Swamp, The (Ciénaga, La)",Comedy
"Big Red One, The",Action
"Boogeyman, The",Horror
"Party, The (Boum, La)",Comedy
Brubaker,Crime
Can't Stop the Music,Comedy
"Changeling, The",Horror
Coal Miner's Daughter,Drama
"Competition, The",Drama
"Last Metro, The (Dernier métro, Le)",Drama
Bandits,Comedy
Corky Romano,Comedy
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau),Action
Fat Girl (À ma soeur!),Drama
Mulholland Drive,Crime
My First Mister,Comedy
Spriggan (Supurigan),Action
Bones,Horror
Dirty Harry,Action
Fiddler on the Roof,Drama
Making the Grade,Comedy
Not Without My Daughter,Drama
Female Trouble,Comedy
Titanica,Documentary
From Hell,Crime
"Last Castle, The",Action
Riding in Cars with Boys,Comedy
Focus,Drama
Waking Life,Animation
K-PAX,Drama
Thirteen Ghosts (a.k.a. Thir13en Ghosts),Horror
Better Than Sex,Comedy
Donnie Darko,Drama
High Heels and Low Lifes,Action
Life as a House,Drama
"Man Who Wasn't There, The",Crime
"Town is Quiet, The (Ville est tranquille, La)",Drama
Domestic Disturbance,Thriller
"Monsters, Inc.",Adventure
"One, The",Action
Tape,Drama
Heist,Crime
Shallow Hal,Comedy
When a Stranger Calls,Horror
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),Adventure
Novocaine,Comedy
Black Knight,Adventure
Out Cold,Comedy
Spy Game,Action
"Devil's Backbone, The (Espinazo del diablo, El)",Drama
In the Bedroom,Drama
"Incredible Shrinking Woman, The",Comedy
Jabberwocky,Adventure
Funny Girl,Drama
Breathless (À bout de souffle),Crime
"Beastmaster, The",Action
Midway,Drama
MacArthur,Drama
Subway,Crime
"Now, Voyager",Drama
Little Women,Drama
"Cheap Detective, The",Comedy
Everybody's Famous! (Iedereen beroemd!),Comedy
"Last Wave, The",Fantasy
That Obscure Object of Desire (Cet obscur objet du désir),Drama
"Toy, The",Comedy
Dressed to Kill,Mystery
Fame,Drama
"Final Countdown, The",Action
Flash Gordon,Action
"Angry Red Planet, The",Sci-Fi
"Enforcer, The",Crime
"Eye for an Eye, An",Action
"Gauntlet, The",Action
Lord of the Flies,Adventure
Morons From Outer Space,Comedy
"People That Time Forgot, The",Adventure
Ocean's Eleven (a.k.a. Ocean's 11),Comedy
"Stunt Man, The",Action
Sudden Impact,Crime
Behind Enemy Lines,Action
"Affair of the Necklace, The",Drama
Pornstar: The Legend of Ron Jeremy,Documentary
Texas Rangers,Adventure
Ocean's Eleven,Crime
Baran,Adventure
"Business of Strangers, The",Action
"Incredible Shrinking Man, The",Sci-Fi
No Man's Land,Drama
And Then There Were None,Crime
"Blue Angel, The (Blaue Engel, Der)",Drama
Moscow on the Hudson,Comedy
"Amelie (Fabuleux destin d'Amélie Poulain, Le)",Comedy
Not Another Teen Movie,Comedy
Vanilla Sky,Mystery
Iris,Drama
Kandahar (Safar e Ghandehar),Drama
Lantana,Drama
"Royal Tenenbaums, The",Comedy
Bill & Ted's Bogus Journey,Adventure
Clockwise,Comedy
Sheena,Action
Spacehunter: Adventures in the Forbidden Zone,Action
White Water Summer,Adventure
How High,Comedy
Jimmy Neutron: Boy Genius,Adventure
Joe Somebody,Comedy
Kate & Leopold,Comedy
"Lord of the Rings: The Fellowship of the Ring, The",Adventure
"Majestic, The",Comedy
"Beautiful Mind, A",Drama
"Defiant Ones, The",Adventure
"Party, The",Comedy
Topkapi,Adventure
Witness for the Prosecution,Drama
Ali,Drama
Black Hawk Down,Action
Charlotte Gray,Drama
Yentl,Drama
Gosford Park,Comedy
I Am Sam,Drama
Monster's Ball,Drama
"Shipping News, The",Drama
Murder by Death,Comedy
"Waterdance, The",Drama
Orange County,Comedy
"Brotherhood of the Wolf (Pacte des loups, Le)",Action
Another 48 Hrs.,Action
What Time Is It There? (Ni neibian jidian),Drama
"Russia House, The",Drama
"Truly, Madly, Deeply",Drama
Dragonslayer,Action
Conan the Destroyer,Action
Fire and Ice,Animation
Impostor,Action
Kung Pow: Enter the Fist,Action
Snow Dogs,Adventure
48 Hrs.,Action
Italian for Beginners (Italiensk for begyndere),Comedy
Blankman,Comedy
Brainstorm,Sci-Fi
Dragon: The Bruce Lee Story,Action
Little Dieter Needs to Fly,Documentary
M*A*S*H (a.k.a. MASH),Comedy
Seconds,Mystery
One-Eyed Jacks,Western
The Count of Monte Cristo,Action
"Mothman Prophecies, The",Drama
"Walk to Remember, A",Drama
Beijing Bicycle (Shiqi sui de dan che),Drama
Escaflowne: The Movie (Escaflowne),Action
Maelström,Drama
Metropolis,Animation
"Son's Room, The (Stanza del figlio, La)",Drama
Storytelling,Comedy
Waydowntown,Comedy
"Adventures of Huck Finn, The",Adventure
Cousins,Comedy
Slackers,Comedy
Birthday Girl,Drama
Rare Birds,Comedy
"Going Places (Valseuses, Les)",Comedy
Big Fat Liar,Children
Collateral Damage,Action
Rollerball,Action
"Scotland, Pa.",Comedy
Baby's Day Out,Comedy
Heidi,Children
Rookie of the Year,Comedy
"Sandlot, The",Children
Don't Look Now,Drama
Crossroads,Comedy
Hart's War,Drama
John Q,Crime
Return to Never Land,Adventure
Super Troopers,Comedy
"Good Son, The",Drama
Last Orders,Drama
After the Fox (Caccia alla volpe),Comedy
"Bad and the Beautiful, The",Drama
Designing Woman,Comedy
Sleuth,Comedy
Stroszek,Comedy
Dragonfly,Drama
Queen of the Damned,Fantasy
How to Kill Your Neighbor's Dog,Comedy
Mean Machine,Comedy
Monsoon Wedding,Comedy
Wendigo,Drama
Scratch,Documentary
"Bad News Bears, The",Comedy
Vampire Hunter D: Bloodlust (Banpaia hantâ D),Animation
Wild Strawberries (Smultronstället),Drama
40 Days and 40 Nights,Comedy
We Were Soldiers,Action
"Big Bird Cage, The",Action
"Big Doll House, The",Action
Ferngully: The Last Rainforest,Animation
Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2),Horror
Royal Wedding,Comedy
All About the Benjamins,Action
"Time Machine, The",Action
"Magnificent Ambersons, The",Drama
Fun,Crime
Hangar 18,Action
Hopscotch,Comedy
Humanoids from the Deep,Horror
Little Darlings,Drama
"Long Good Friday, The",Drama
Mon oncle d'Amérique,Drama
Motel Hell,Comedy
Ffolkes,Action
"Octagon, The",Action
"Oh, God! Book II",Comedy
"Oh, God!",Comedy
Ice Age,Adventure
Resident Evil,Action
Showtime,Action
Harrison's Flowers,Drama
Kissing Jessica Stein,Comedy
Promises,Documentary
And Your Mother Too (Y tu mamá también),Drama
All the Right Moves,Drama
Road to Morocco,Comedy
Taps,Drama
Return of the Secaucus 7,Drama
Rude Boy,Documentary
Running Scared,Action
Seems Like Old Times,Comedy
Shogun Assassin,Action
Smokey and the Bandit II,Action
Smokey and the Bandit,Action
Smokey and the Bandit III,Action
Stir Crazy,Comedy
Blade II,Action
Sorority Boys,Comedy
Stolen Summer,Drama
George Washington,Drama
Clockstoppers,Action
Death to Smoochy,Comedy
Panic Room,Thriller
"Rookie, The",Drama
No Such Thing,Drama
"Piano Teacher, The (La pianiste)",Drama
Time Out (L'emploi du temps),Drama
Boxcar Bertha,Drama
Fraternity Vacation,Comedy
Impromptu,Comedy
High Crimes,Thriller
National Lampoon's Van Wilder,Comedy
Crush,Comedy
Lucky Break,Comedy
"Atomic Cafe, The",Documentary
Rashomon (Rashômon),Crime
Slap Shot,Comedy
Changing Lanes,Drama
Frailty,Crime
"Sweetest Thing, The",Comedy
"Cat's Meow, The",Drama
Human Nature,Comedy
My Big Fat Greek Wedding,Comedy
3:10 to Yuma,Action
Joe Versus the Volcano,Comedy
"Rome, Open City (a.k.a. Open City) (Roma, città aperta)",Drama
Taking Care of Business,Comedy
Three Men and a Baby,Comedy
Three Men and a Little Lady,Comedy
"Watcher in the Woods, The",Children
Murder by Numbers,Crime
The Scorpion King,Action
Enigma,Romance
Nine Queens (Nueve reinas),Crime
"Triumph of Love, The",Comedy
World Traveler,Drama
Jason X,Horror
Life or Something Like It,Comedy
Dogtown and Z-Boyz,Documentary
Rain,Drama
"Salton Sea, The",Crime
Bob le Flambeur,Crime
Cadillac Man,Comedy
Delirious,Comedy
Full Moon in Blue Water,Drama
Husbands and Wives,Comedy
Lenny,Drama
Triumph of the Spirit,Drama
Wild Orchid,Drama
Deuces Wild,Drama
Hollywood Ending,Comedy
Spider-Man,Action
Butterflies Are Free,Comedy
"Giant Spider Invasion, The",Horror
Iron Will,Adventure
Mountains of the Moon,Adventure
White Fang,Adventure
"New Guy, The",Comedy
Unfaithful,Drama
"Lady and the Duke, The (Anglaise et le duc, L')",Drama
Calamity Jane,Musical
"Cranes Are Flying, The (Letyat zhuravli)",Drama
"Harvey Girls, The",Comedy
About a Boy,Comedy
Star Wars: Episode II - Attack of the Clones,Action
"Believer, The",Drama
"Importance of Being Earnest, The",Comedy
Every Which Way But Loose,Comedy
I Want to Live!,Crime
"Last Waltz, The",Documentary
Enough,Drama
Insomnia,Action
Spirit: Stallion of the Cimarron,Adventure
CQ,Drama
Thirteen Conversations About One Thing (a.k.a. 13 Conversations),Drama
Monkey Business,Comedy
Requiem for a Heavyweight,Drama
"Sum of All Fears, The",Drama
Undercover Brother,Comedy
84 Charing Cross Road,Drama
Rapid Fire,Action
Silent Running,Drama
Bad Company,Action
Divine Secrets of the Ya-Ya Sisterhood,Comedy
Cherish,Comedy
"Fast Runner, The (Atanarjuat)",Drama
"Bourne Identity, The",Action
Scooby-Doo,Adventure
Windtalkers,Action
"Dangerous Lives of Altar Boys, The",Drama
"Emperor's New Clothes, The",Comedy
Gangster No. 1,Action
Harvard Man,Crime
Dark Blue World (Tmavomodrý svet),Drama
Caveman,Comedy
Cheech & Chong's The Corsican Brothers,Comedy
Silver Bullet (Stephen King's Silver Bullet),Adventure
"Sorry, Wrong Number",Drama
Hombre,Western
"Manhattan Project, The",Comedy
Men at Work,Action
She Wore a Yellow Ribbon,Western
V. I. Warshawski,Action
Juwanna Mann,Comedy
Lilo & Stitch,Adventure
Minority Report,Action
Rabbit-Proof Fence,Adventure
Sunshine State,Drama
Hey Arnold! The Movie,Adventure
Mr. Deeds,Comedy
Lovely & Amazing,Comedy
Pumpkin,Comedy
Look Who's Talking Now,Children
Mo' Money,Comedy
"Object of Beauty, The",Comedy
Wagons East,Comedy
Like Mike,Children
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),Action
"Powerpuff Girls, The",Action
Me Without You,Comedy
"Crocodile Hunter: Collision Course, The",Adventure
Reign of Fire,Action
Road to Perdition,Crime
All About Lily Chou-Chou (Riri Shushu no subete),Crime
My Wife is an Actress (Ma Femme est une Actrice),Comedy
20 Million Miles to Earth,Sci-Fi
The Importance of Being Earnest,Comedy
Perfect,Drama
1776,Children
Z,Drama
Halloween: Resurrection (Halloween 8),Horror
Sex and Lucia (Lucía y el sexo),Drama
Eight Legged Freaks,Action
K-19: The Widowmaker,Action
Stuart Little 2,Children
Austin Powers in Goldmember,Comedy
"Kid Stays in the Picture, The",Documentary
Tadpole,Comedy
Who Is Cletis Tout?,Comedy
Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),Horror
The Big Bus,Action
In Like Flint,Action
Our Man Flint,Adventure
Red Beard (Akahige),Drama
Robin and Marian,Adventure
Top Secret!,Comedy
"Master of Disguise, The",Comedy
Signs,Horror
"Last Kiss, The (Ultimo bacio, L')",Comedy
Spy Kids 2: The Island of Lost Dreams,Adventure
"Good Girl, The",Comedy
Blood Work,Crime
xXx,Action
24 Hour Party People,Comedy
Secret Ballot (Raye makhfi),Comedy
Martin Lawrence Live: Runteldat,Comedy
Songs From the Second Floor (Sånger från andra våningen),Drama
"Principal, The",Action
Rollerball,Action
"Adventures of Pluto Nash, The",Action
Blue Crush,Adventure
Mostly Martha (Bella Martha),Comedy
Possession,Drama
One Hour Photo,Drama
Serving Sara,Comedy
Simone (S1m0ne),Comedy
Undisputed,Drama
Amy's O (a.k.a. Amy's Orgasm),Comedy
Satin Rouge,Drama
"Care Bears Movie, The",Animation
Care Bears Movie II: A New Generation,Animation
Clash of the Titans,Action
Hot Shots!,Action
"Swarm, The",Action
Time After Time,Sci-Fi
Down and Out in Beverly Hills,Comedy
Love Me Tender,Musical
Stakeout,Comedy
FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com),Crime
À nous la liberté (Freedom for Us),Comedy
Snipes,Drama
City by the Sea,Crime
Swimfan,Thriller
Johnny Dangerously,Comedy
"Last House on the Left, The",Crime
Thesis (Tesis),Drama
Barbershop,Comedy
Stealing Harvard,Comedy
"Transporter, The",Action
Alias Betty (Betty Fisher et autres histoires),Crime
Igby Goes Down,Comedy
Aspen Extreme,Action
Betsy's Wedding,Comedy
Captain Ron,Adventure
Ernest Goes to Jail,Comedy
Ernest Scared Stupid,Comedy
"Hills Have Eyes, The",Horror
Indian Summer,Comedy
"Mack, The",Crime
Monkey Trouble,Children
Spaced Invaders,Adventure
Suburban Commando,Comedy
"Yearling, The",Children
"Ladykillers, The",Comedy
"Lavender Hill Mob, The",Comedy
"Man in the White Suit, The",Comedy
"Son of the Bride (Hijo de la novia, El)",Comedy
"Das Experiment (Experiment, The)",Drama
Ballistic: Ecks vs. Sever,Action
"Banger Sisters, The",Comedy
"Four Feathers, The",Adventure
Trapped,Action
8 Women,Comedy
"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le)",Drama
Invincible,Drama
Secretary,Comedy
Spirited Away (Sen to Chihiro no kamikakushi),Adventure
"Trials of Henry Kissinger, The",Documentary
Sweet Home Alabama,Comedy
"Tuxedo, The",Action
Moonlight Mile,Drama
Wasabi,Action
Jonah: A VeggieTales Movie,Animation
Red Dragon,Crime
Bloody Sunday,Drama
Heaven,Drama
"Man from Elysian Fields, The",Drama
Welcome to Collinwood,Comedy
Flirting,Drama
Godzilla vs. Mothra (Mosura tai Gojira),Action
"Godzilla, King of the Monsters! (Kaijû-ô Gojira)",Horror
Powaqqatsi,Documentary
"Pride of the Yankees, The",Drama
Valmont,Drama
Horror of Dracula (Dracula),Horror
Strange Brew,Comedy
"Incredible Mr. Limpet, The",Animation
Flashback,Action
Below,Horror
Brown Sugar,Romance
Knockaround Guys,Action
"Rules of Attraction, The",Comedy
